TimeStamp,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,Zone
10:18:33,0,0,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:18:34,0,-87,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:18:35,0,0,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:18:36,0,-91,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,0,B_1
10:18:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-57,B_1
10:18:38,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-54,B_1
10:18:39,0,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,-80,0,B_1
10:18:40,0,0,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,B_1
10:18:41,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:18:52,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:18:53,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:18:54,0,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,B_1
10:18:55,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,-75,-69,B_1
10:18:56,0,0,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59,B_1
10:18:57,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61,B_1
10:18:59,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:00,0,0,0,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,B_1
10:19:01,0,0,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:02,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:05,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:06,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:07,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:12,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:13,0,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:14,0,0,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:15,0,-85,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:16,0,0,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-59,B_1
10:19:17,0,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-65,B_1
10:19:18,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,-69,B_1
10:19:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-56,B_1
10:19:20,0,0,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,-61,B_1
10:19:21,0,0,0,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:22,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:23,0,0,0,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:24,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:25,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:26,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:27,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:28,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:33,0,0,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:34,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:35,0,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:36,0,-80,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-60,B_1
10:19:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51,B_1
10:19:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-58,B_1
10:19:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,-69,B_1
10:19:40,0,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,-61,B_1
10:19:41,0,0,0,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:42,0,0,0,-82,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:44,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:45,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:46,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:47,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:49,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:52,0,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:54,0,0,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:19:55,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,0,B_1
10:19:56,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,0,B_1
10:19:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-77,0,B_1
10:19:58,0,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,-82,0,B_1
10:19:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73,-51,B_1
10:20:00,0,0,0,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,-53,B_1
10:20:01,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,-63,B_1
10:20:05,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:20:06,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:20:07,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
10:20:12,0,0,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_1
